08/08/2019,"CREDIT CARD  LA FONDA DEL JIBARIT SAN JUAN PR Date 08/06/19 74549049219100100910327 5812Card 55 #1865",$72.77,$0.00,$0.00,$72.77,$2085.61
08/08/2019,"CREDIT CARD  UBER TECHNOLOGIES INC 8005928996 CA Date 08/07/19 24492159219719067583535 4121Card 55 #1865",$11.45,$0.00,$0.00,$11.45,$2012.84
08/08/2019,"CREDIT CARD  UBER TECHNOLOGIES INC 8005928996 CA Date 08/07/19 24492159219717097926534 4121Card 55 #1865",$7.84,$0.00,$0.00,$7.84,$2001.39
08/07/2019,"CREDIT CARD  GUI-KEN & GRILL RESTAUR SAN JUAN PR Date 08/06/19 74998589219030025875852 5812Card 55 #1865",$17.71,$0.00,$0.00,$17.71,$1993.55
08/07/2019,"CREDIT CARD  GUI-KEN & GRILL RESTAUR SAN JUAN PR Date 08/06/19 74998589219030025875902 5812Card 55 #1865",$5.58,$0.00,$0.00,$5.58,$1975.84
08/07/2019,"CREDIT CARD  MI PEQUENA PATRIA CULEBRA PR Date 08/07/19 74998589219027013061479 5691Card 55 #1865",$41.26,$0.00,$0.00,$41.26,$1970.26
08/07/2019,"CREDIT CARD  THE MEZZANINE SAN JUAN PR Date 08/06/19 74388939219630125282332 5812Card 55 #1865",$52.12,$0.00,$0.00,$52.12,$1929.00
08/07/2019,"CREDIT CARD  UBER TECHNOLOGIES INC 8005928996 CA Date 08/07/19 24492159219715075385053 4121Card 55 #1865",$11.23,$0.00,$0.00,$11.23,$1876.88
08/07/2019,"CREDIT CARD  HOTEL ALELI CULEBRA PR Date 08/05/19 74296309218316701030034 7011 Card 55 #1865",$642.00,$0.00,$0.00,$642.00,$1865.65
08/07/2019,"CREDIT CARD  LA FACTORIA SAN JUAN PR Date 08/06/19 74998589218017051242884 5812 Card 55 #1865",$21.40,$0.00,$0.00,$21.40,$1223.65
08/06/2019,"CREDIT CARD  SAN JUAN-EL MORRO ES SAN JUAN PR Date 08/06/19 24240989218200139677304 9399Card 55 #1865",$14.00,$0.00,$0.00,$14.00,$1202.25
08/06/2019,"CREDIT CARD  STARBUCKS T1B FLL FORT LAUDERDA FL Date 08/05/19 24692169218100610169205 5814Card 55 #1865",$3.89,$0.00,$0.00,$3.89,$1188.25
08/06/2019,"CREDIT CARD  AUS 3176 HUT'S HAMBURGE AUSTIN TX Date 08/05/19 24307929217900010232445 5994Card 55 #1865",$35.30,$0.00,$0.00,$35.30,$1184.36
08/06/2019,"CREDIT CARD  WIX.COM*488546913 800-6000949 NY Date 08/04/19 24436549218010554008158 4816Card 55 #1865",$204.00,$0.00,$0.00,$204.00,$1149.06
08/06/2019,"CREDIT CARD  DREAMCATCHER HOUSE CORP SAN JUAN PR Date 08/05/19 24835109217300477441797 7011Card 55 #1865",$98.83,$0.00,$0.00,$98.83,$945.06
08/05/2019,"CREDIT CARD  TARGET 00015420 AUSTIN TX Date 08/05/19 24164079217091017343868 5310Card 55 #1865",$27.05,$0.00,$0.00,$27.05,$846.23
08/05/2019,"CREDIT CARD  PORFERRY 7873053600 CA Date 08/04/19 24492159217637010406319 4722 Card 55 #1865",$22.40,$0.00,$0.00,$22.40,$819.18
08/05/2019,"CREDIT CARD  AIR FLAMENCO 787-7241818 PR Date 08/04/19 74026289217122175583744 4789Card 55 #1865",$360.00,$0.00,$0.00,$360.00,$796.78
